873592;91789;899667;873586;89869;88206102;8812844;917897;925622;857010;877159;898678;874217;875878;913512;865423;865468;886226;9113846;9110720;85759902;914580;852552;846226;881972;907915;906290;862009;9112085;857373;844981;857374;871001502;862548;911150;842302;877989;874839;8610175;9112712;868223;903483;84358402;859465;89511501;904302;9012568;923780;87106;893061;8860702;891670;9112712;89143602;842517;913102;901034301;905539;866458;866458;866458;866458;873843;894329;918192;918192;918192;894335;8610629;8610629;8610629;8911164;894335;894335;894335;864726;8911164;8911164;8911164;8913049;8913049;8913049;86211;86211;86211;86408;86408;891936;891936;871641;871641;871641;901315;901315;901315;875099;875099;864726;864726;894047
892189;855167;855625;915664;90312;8810955;9113846;9011495;89869;852973;922296;91544001;904302;88466802;9112366;8610637;91805;8810436;859711;868223;871642;8912055;857343;87281702;87163;892399;8910506;908469;84862001;857374;9111596;857810;8610637;871641;865468;909220;855625;851509;8711002;862548;91504;862261;9113455;901088;884180;926424;9110127;84862001;87556202;8712766;914062;874662;9111805;9111843;898677;901034302;89143601;907367;86409;866458;866458;866458;869476;892604;918192;918192;918192;8610629;8610629;8610629;8610629;8913049;86211;894335;894335;875099;859711;8911164;8911164;8913049;8913049;923748;86211;86211;86408;86408;907915;907915;891936;891936;871641;871641;909777;901315;892399;892399;875099;864726;864726;894047
911673;914102;909777;91762702;9112594;901549;907409;915276;867387;869224;905189;88203002;859283;898690;91485;925311;894335;873843;922840;8611555;8812877;857343;922840;852973;9110944;869931;901041;8610637;863270;924934;926424;8611792;921385;88725602;9113156;914333;869931;904689;911201;894090;8670;926954;889403;884448;912600;883539;9010333;845636;911320502;884948;904689;859471;90291;852552;899147;89382601;89346;923748;923780;86211;862989;862261;859471;914101;868871;8911164;8913049;859711;894335;903011;914101;894329;924964;9010258;924934;859196;875093;875093;875093;924342;868871;868871;868871;919537;86408;907915;90769601;907915;90250;90250;90250;909777;909777;909777;892399;875099;892399;875099;894047;924342
905189;857343;902727;85715;898431;853401;901303;9113239;854253;895633;925277;91544002;912558;905502;84667401;891936;911685;901028;8810987;894089;925277;877989;864685;903483;85759902;846381;855138;859283;842517;856106;86973702;871001502;85713702;908445;926682;8711561;892657;859196;883852;90769601;88350402;862717;88299702;88206102;881046502;9113538;8912521;91544001;90944601;908489;903554;89827;891936;922840;924342;915186;919537;859487;859487;91789;924342;859465;873586;873586;859196;923169;917897;904969;899147;914101;914101;898677;9010258;9010258;921385;904969;875093;875093;875093;925236;868871;868871;903011;915276;921385;91550;91550;91550;90769601;90250;901315;919537;898677;922840;898677;898677;898677;864292;924342;924342
865468;8911164;891923;858986;875093;913512;915452;856106;91544002;91813701;8810528;89346;89382602;905539;91903902;8812844;911408;855133;859487;924632;907914;9010872;886452;8810703;881972;908916;855133;9113846;91903902;87930;87164;884448;869691;872113;857793;924964;851509;859487;912519;922296;9113239;854039;91594602;855563;9013594;9010333;8810158;9110127;86135501;903554;905557;864726;901315;854941;854941;864726;922840;859487;859487;859487;921385;873586;873586;873586;919812;917092;86409;86409;901011;914101;914101;894047;9010258;9010258;904969;904969;904969;858970;9010333;901011;894604;903011;903011;915186;921385;91544002;91550;891936;90769601;90769601;91544002;919537;919537;922840;922840;898677;864292;864292;924342;924934
868999;912600;85638502;909411;919812;8810158;916799;908445;911391;89122;8610404;868223;921362;925277;89869;854253;865423;924084;864496;864496;8912521;889403;8611792;919537;909777;9110944;852781;91903902;905680;9010259;88411702;925311;897604;909445;9112085;911654;911685;86408;89296;9112594;926954;905502;916221;917092;868223;9013838;8610908;892399;919812;883852;90769601;921362;854941;854941;854941;871641;892399;91550;859487;91544002;915186;8510824;873586;858981;915276;86409;86409;86409;9010258;87106;868871;902975;902975;864292;904969;871642;90401602;899147;901011;901011;901011;899147;903011;903011;921385;921385;91544001;91544001;90769601;91544002;91544002;91544002;919537;922840;89346;864292;924964;864292;924934;924934
917092;90769601;88649001;888264;871122;873885;908489;885429;914769;8911164;917897;884448;89344;901303;898677;903011;868871;904971;859711;88299702;8611792;915452;877501;894329;8911800;8811523;909231;8910506;906024;891716;90769602;84667401;86973702;90312;874858;917896;908489;89864002;864685;911201;871149;917896;8911230;853612;85382601;911320502;866674;898690;89864002;9112366;904969;85713702;892657;854941;854941;875099;871641;907915;897132;872113;894090;891936;911685;907367;906290;9110720;86409;9111596;892604;869476;902975;902975;902975;862989;90401602;90401602;90401602;892604;907145;901011;899147;899147;873843;873843;8911230;874662;874662;91544001;91544001;897132;90250;909777;892657;892657;892657;924964;924964;924964;894047;905539
8612080;87139402;893061;925277;9113778;894326;8611161;8913;915452;911391;854268;925292;923465;911391;907915;89812;9113455;9012315;866714;857156;91813702;854941;911201;883270;8912055;917062;9113846;923465;891923;865432;911673;901034302;91227;903011;919537;869254;859465;915940;894604;852763;89122;88119002;925622;8813129;9010598;861799;922576;864033;881861;9011494;894335;871001502;898677;897132;894047;892399;909777;86408;879804;894090;894090;907915;89346;891716;87127;906024;90401602;901041;8910251;8912284;873843;864496;862722;8912521;8812844;90401602;892604;892604;892604;899147;869476;873843;873843;8911230;8911230;911685;874662;874662;893783;91789;91789;91789;88199202;892657;892657;892399;879804;879804;905539;905539
91813701;864292;8711561;917896;855167;8712291;875938;893548;8811779;924084;896839;866674;8711561;906564;915186;911150;871201;862028;911366;857373;865423;925311;9110127;922576;884180;8911164;899667;9112712;899987;88249602;878796;881972;849014;903554;9113538;915276;9010258;864877;91544002;869224;899667;85759902;895633;857373;90944601;859464;901034302;899187;901303;896864;862722;9112712;909777;90250;901315;891936;86408;90250;892657;894090;894090;91550;891716;891716;891716;902975;891670;891670;8910720;8912284;8912284;8912284;9010259;8912521;8912521;8912521;858981;892604;857343;869476;869476;869476;873843;87106;8911230;8911230;874662;893783;893783;893783;91789;88199202;88199202;88199202;925311;924934;879804;879804;879804;905539
919812;873592;84610002;903811;84667401;851509;8910720;905686;914102;89143602;8611555;844981;91504;874662;90944601;907409;866674;90745;905539;926954;89143601;89382601;87163;913512;901836;914366;8811842;8610629;8812818;86409;893548;874217;87139402;864877;894618;86561;911916;877500;862028;904302;862722;911150;86408;868202;877159;9011494;864726;901288;891716;924934;91544001;8910721;8910721;8910721;905539;879804;862722;921362;9112712;90769601;894090;911391;891716;891716;893988;891670;891670;891670;906024;8910748;8912284;9010259;9010259;9010259;8912521;874839;90769602;862261;874839;913063;869476;917092;87106;87106;87106;893988;922840;868682;868682;911685;91544001;893061;88199202;925311;925311;925311;872113;864726;89346;872113
